"to_check_rank","problem_number","title","proof_attempt_status","proof_attempt_domain","latest_reference_year","proof_attempt_concise"
"240","EP-1130","Erdős Problem #1130","not_proved_identified_gap","general_combinatorics","1978","Tried direct contradiction and structural decomposition of the extremal case. Hard point: This is true, and was proved by de Boor and Pinkus \cite{dBPi78}."
"241","EP-193","Erdős Problem #193","not_proved_identified_gap","graph_theory","1979","Tried probabilistic construction and extremal counting inequalities. Hard point: Originally conjectured by Gerver and Ramsey \cite{GeRa79}, who showed that the answer is yes for $\mathbb{Z}^2$, and for $\mathbb{Z}^3$ that the largest number of collinear points can be bounded."
"242","EP-412","Erdős Problem #412","not_proved_identified_gap","number_theory","1979","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: In \cite{Er79d} Erdos attributes this conjecture to van Wijngaarden, who told it to Erdos in the 1950s."
"243","EP-451","Erdős Problem #451","not_proved_identified_gap","number_theory","1979","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Adenwalla observes that an easy upper bound is $n_k\leq \prod_{k<p<2k}p=e^{O(k)}$."
"244","EP-454","Erdős Problem #454","not_proved_identified_gap","graph_theory","1979","Tried probabilistic construction and extremal counting inequalities. Hard point: Pomerance \cite{Po79} has proved the $\limsup$ is at least $2$."
"245","EP-456","Erdős Problem #456","not_proved_identified_gap","number_theory","1979","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Linnik's theorem implies that $p_n\leq n^{O(1)}$."
"246","EP-676","Erdős Problem #676","not_proved_identified_gap","number_theory","1979","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: The sieve of Eratosthenes implies that almost all integers are of this form, and the Brun-Selberg sieve implies the number of exceptions in $[1,x]$ is $\ll x/(\log x)^c$ for some constant $c>0$."
"247","EP-108","Erdős Problem #108","not_proved_identified_gap","graph_theory","1979","Tried probabilistic construction and extremal counting inequalities. Hard point: Conjectured by Erdos and Hajnal."
"248","EP-332","Erdős Problem #332","not_proved_identified_gap","additive_combinatorics","1979","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: Prikry, Tijdeman, Stewart, and others (see the survey articles \cite{St78} and \cite{Ti79}) have shown that a sufficient condition is that $A$ has positive density."
"249","EP-683","Erdős Problem #683","not_proved_identified_gap","number_theory","1979","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Erdos \cite{Er55d} proved that there exists some $c>0$ such that, whenever $k\leq n/2$, $ P\left(\binom{n}{k}\right)\gg k\log k."
"250","EP-870","Erdős Problem #870","not_proved_identified_gap","additive_combinatorics","1979","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: A question of Erdos and Nathanson \cite{ErNa79}, who proved that this is true for $k=2$ if $1_A\ast 1_A(n) > (\log \frac{4}{3})^{-1}\log n$ for all large $n$."
"251","EP-187","Erdős Problem #187","not_proved_identified_gap","additive_combinatorics","1980","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: Erdos observed that colouring according to whether $\{ \sqrt{2}n\}<1/2$ or not implies $f(d) \ll d$ (using the fact that $\|\sqrt{2}q\| \gg 1/q$ for all $q$, where $\|x\|$ is the distance to the near…"
"252","EP-289","Erdős Problem #289","not_proved_identified_gap","graph_theory","1980","Tried probabilistic construction and extremal counting inequalities. Hard point: converting local forbidden-pattern constraints into a sharp global extremal bound."
"253","EP-311","Erdős Problem #311","not_proved_identified_gap","graph_theory","1980","Tried probabilistic construction and extremal counting inequalities. Hard point: converting local forbidden-pattern constraints into a sharp global extremal bound."
"254","EP-340","Erdős Problem #340","not_proved_identified_gap","additive_combinatorics","1980","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: The smallest integer which is unknown to be in $A-A$ is $33$ (see A080200)."
"255","EP-345","Erdős Problem #345","not_proved_identified_gap","number_theory","1980","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: It is known that $ T(n)=1, T(n^2)=128, T(n^3)=12758, $ $ T(n^4)=5134240,\textrm{ and }T(n^5)=67898771."
"256","EP-467","Erdős Problem #467","not_proved_identified_gap","number_theory","1980","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: obtaining enough uniformity/cancellation beyond what current modular or sieve control gives."
"257","EP-346","Erdős Problem #346","not_proved_identified_gap","graph_theory","1980","Tried probabilistic construction and extremal counting inequalities. Hard point: converting local forbidden-pattern constraints into a sharp global extremal bound."
"258","EP-394","Erdős Problem #394","not_proved_identified_gap","number_theory","1980","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: In \cite{ErGr80} they mention a conjecture of Erdos that the sum is $o(x^2)$."
"259","EP-671","Erdős Problem #671","not_proved_identified_gap","general_combinatorics","1980","Tried direct contradiction and structural decomposition of the extremal case. Hard point: $ Bernstein \cite{Be31} proved that for any choice of $a_i^n$ there exists $x_0\in [-1,1]$ such that $ \limsup_{n\to \infty} \sum_{1\leq i\leq n}\lvert p_{i}^n(x)\rvert=\infty."
"260","EP-424","Erdős Problem #424","not_proved_identified_gap","number_theory","1980","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: See also Problem 63 of Green's open problems list."
"261","EP-460","Erdős Problem #460","not_proved_identified_gap","number_theory","1980","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: This question arose in work of Eggleton, Erdos, and Selfridge, who could prove that $a_k <k^{2+o(1)}$ for $k$ large enough depending on $n$, but conjectured that in fact $a_k\ll k\log k$ is true."
"262","EP-425","Erdős Problem #425","not_proved_identified_gap","number_theory","1980","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Erdos \cite{Er68} proved that there exist some constants $0<c_1\leq c_2$ such that $ \pi(n)+c_1 n^{3/4}(\log n)^{-3/2}\leq F(n)\leq \pi(n)+c_2 n^{3/4}(\log n)^{-3/2}."
"263","EP-260","Erdős Problem #260","not_proved_identified_gap","general_combinatorics","1981","Tried direct contradiction and structural decomposition of the extremal case. Hard point: Erdos \cite{Er81l} proved this is true under either of the stronger assumptions that {UL} {LI} $a_{n+1}-a_n\to \infty$ or {/LI} {LI} $a_n \gg n\sqrt{\log n\log\log n}$.{/LI} {/UL} Erdos and Graham sp…"
"264","EP-712","Erdős Problem #712","not_proved_identified_gap","graph_theory","1981","Tried probabilistic construction and extremal counting inequalities. Hard point: Tur\'{an proved} that, when $r=2$, this limit is $ \frac{1}{2}\left(1-\frac{1}{k-1}\right)."
"265","EP-555","Erdős Problem #555","not_proved_identified_gap","graph_theory","1981","Tried probabilistic construction and extremal counting inequalities. Hard point: Erdos \cite{Er81c} gives the bounds $ k^{1+\frac{1}{2n}}\ll R(C_{2n};k)\ll k^{1+\frac{1}{n-1}}."
"266","EP-734","Erdős Problem #734","not_proved_identified_gap","general_combinatorics","1981","Tried direct contradiction and structural decomposition of the extremal case. Hard point: Erdos and de Bruijn \cite{dBEr48} proved that if $A_1,\ldots,A_m\subseteq \{1,\ldots,n\}$ is a pairwise balanced block design then $m\geq n$, and this implies there must be some $t$ such that there a…"
"267","EP-1101","Erdős Problem #1101","not_proved_identified_gap","number_theory","1981","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: He proved the existence of some good sequence (in which all the $u_i$ are primes)."
"268","EP-1100","Erdős Problem #1100","not_proved_identified_gap","number_theory","1981","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Erdos and Hall prove, for all $\epsilon>0$ and sufficiently large $x$, $ \max_{n<x} \tau_\perp(n) > \exp((\log\log x)^{2-\epsilon})."
"269","EP-74","Erdős Problem #74","not_proved_identified_gap","graph_theory","1982","Tried probabilistic construction and extremal counting inequalities. Hard point: Conjectured by Erdos, Hajnal, and Szemer\'{e}di \cite{EHS82}."
"270","EP-390","Erdős Problem #390","not_proved_identified_gap","general_combinatorics","1982","Tried direct contradiction and structural decomposition of the extremal case. Hard point: the extremal structure is not rigid enough under current bounds."
"271","EP-912","Erdős Problem #912","not_proved_identified_gap","number_theory","1982","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: A problem of Erdos and Selfridge, who proved (see \cite{Er82c}) $ h(n) \asymp \left(\frac{n}{\log n}\right)^{1/2}."
"272","EP-1092","Erdős Problem #1092","not_proved_identified_gap","graph_theory","1982","Tried probabilistic construction and extremal counting inequalities. Hard point: A conjecture of Erdos, Hajnal, and Szemer\'{e}di."
"273","EP-111","Erdős Problem #111","not_proved_identified_gap","graph_theory","1982","Tried probabilistic construction and extremal counting inequalities. Hard point: On the other hand, Erdos, Hajnal, and Szemer\'{e}di proved that there is a $G$ with chromatic number $\aleph_1$ such that $h_G(n)\ll n^{3/2}$."
"274","EP-137","Erdős Problem #137","not_proved_identified_gap","number_theory","1982","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Conjectured by Erdos and Selfridge."
"275","EP-906","Erdős Problem #906","not_proved_identified_gap","general_combinatorics","1982","Tried direct contradiction and structural decomposition of the extremal case. Hard point: the extremal structure is not rigid enough under current bounds."
"276","EP-1091","Erdős Problem #1091","not_proved_identified_gap","graph_theory","1982","Tried probabilistic construction and extremal counting inequalities. Hard point: Erdos originally asked about the existence of just one diagonal, which is true, and was proved by Larson \cite{La79}."
"277","EP-318","Erdős Problem #318","not_proved_identified_gap","additive_combinatorics","1982","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: Erdos and Straus \cite{ErSt75} proved this when $A=\mathbb{N}$."
"278","EP-750","Erdős Problem #750","not_proved_identified_gap","graph_theory","1982","Tried probabilistic construction and extremal counting inequalities. Hard point: In \cite{Er69b} Erdos conjectures this for $f(m)=\epsilon m$ for any fixed $\epsilon>0$."
"279","EP-217","Erdős Problem #217","not_proved_identified_gap","combinatorial_geometry","1983","Tried extremal-configuration reduction with compactness-style reasoning. Hard point: Erdos originally believed this was impossible for $n\geq 5$, but Pomerance constructed a set with $n=5$ (see \cite{Er83c} for a description), and Pal\'{a}sti has proved such sets exist for all $n\leq…"
"280","EP-724","Erdős Problem #724","not_proved_identified_gap","number_theory","1983","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Euler conjectured that $f(n)=1$ when $n\equiv 2\pmod{4}$, but this was disproved by Bose, Parker, and Shrikhande \cite{BPS60} who proved $f(n)\geq 2$ for $n\geq 7$."
"281","EP-878","Erdős Problem #878","not_proved_identified_gap","additive_combinatorics","1984","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: $ Erdos \cite{Er84e} proved that $ \max_{n\leq x}f(n)\sim \frac{x\log x}{\log\log x} $ for a sequence of $x\to \infty$."
"282","EP-564","Erdős Problem #564","not_proved_identified_gap","graph_theory","1984","Tried probabilistic construction and extremal counting inequalities. Hard point: A problem of Erdos, Hajnal, and Rado \cite{EHR65}, who prove the bounds $ 2^{cn^2}< R_3(n)< 2^{2^{n}} $ for some constant $c>0$."
"283","EP-218","Erdős Problem #218","not_proved_identified_gap","additive_combinatorics","1985","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: In \cite{Er85c} Erdos also conjectures that $d_n=d_{n+1}=\cdots=d_{n+k}$ is solvable for every $k$ (which is equivalent to $k$ consecutive primes in arithmetic progression, see [141])."
"284","EP-853","Erdős Problem #853","not_proved_identified_gap","number_theory","1985","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: obtaining enough uniformity/cancellation beyond what current modular or sieve control gives."
"285","EP-18","Erdős Problem #18","not_proved_identified_gap","number_theory","1985","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Vose \cite{Vo85} proved the existence of infinitely many practical $m$ such that $h(m)\ll (\log m)^{1/2}$."
"286","EP-278","Erdős Problem #278","not_proved_identified_gap","number_theory","1986","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: obtaining enough uniformity/cancellation beyond what current modular or sieve control gives."
"287","EP-985","Erdős Problem #985","not_proved_identified_gap","number_theory","1986","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Artin conjectured that $2$ is a primitive root for infinitely many primes $p$, which Hooley \cite{Ho67b} proved assuming the Generalised Riemann Hypothesis."
"288","EP-357","Erdős Problem #357","not_proved_identified_gap","additive_combinatorics","1986","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: He notes that a simple averaging process implies $a_k \gg k\log k$ for infinitely many $k$, and so the lower density is $0$."
"289","EP-1004","Erdős Problem #1004","not_proved_identified_gap","number_theory","1987","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Erdos, Pomerenace, and S\'{a}rk""{o}zy \cite{EPS87} proved that if $\phi(n+k)$ are all distinct for $1\leq k\leq K$ then $ K \leq \frac{n}{\exp(c(\log n)^{1/3})} $ for some constant $c>0$."
"290","EP-1071","Erdős Problem #1071","not_proved_identified_gap","combinatorial_geometry","1987","Tried extremal-configuration reduction with compactness-style reasoning. Hard point: There is no prize mentioned in \cite{Er87b} for the (still open) second question."
"291","EP-1003","Erdős Problem #1003","not_proved_identified_gap","number_theory","1987","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Erdos, Pomerance, and S\'{a}rk""{o}zy \cite{EPS87} proved that the number of $n\leq x$ with $\phi(n)=\phi(n+1)$ is at most $ \frac{x}{\exp((\log x)^{1/3})}."
"292","EP-62","Erdős Problem #62","not_proved_identified_gap","graph_theory","1987","Tried probabilistic construction and extremal counting inequalities. Hard point: Every graph with chromatic number $\aleph_1$ contains all sufficiently large odd cycles (which have chromatic number $3$), see [594]."
"293","EP-501","Erdős Problem #501","not_proved_identified_gap","set_theory","1987","Tried partition-calculus reformulation and transfinite induction scaffolding. Hard point: Erdos and Hajnal \cite{ErHa60} proved the existence of arbitrarily large finite independent sets (under the assumptions in the first problem)."
"294","EP-1107","Erdős Problem #1107","not_proved_identified_gap","number_theory","1988","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: This is true when $r=2$, as proved by Heath-Brown \cite{He88} (see [941])."
"295","EP-68","Erdős Problem #68","not_proved_identified_gap","number_theory","1988","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: obtaining enough uniformity/cancellation beyond what current modular or sieve control gives."
"296","EP-269","Erdős Problem #269","not_proved_identified_gap","number_theory","1988","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: obtaining enough uniformity/cancellation beyond what current modular or sieve control gives."
"297","EP-626","Erdős Problem #626","not_proved_identified_gap","graph_theory","1988","Tried probabilistic construction and extremal counting inequalities. Hard point: It is known that $ \frac{1}{4\log k}\log n\leq g_k(n) \leq \frac{2}{\log(k-2)}\log n+1, $ the lower bound due to Kostochka \cite{Ko88} and the upper bound to Erdos \cite{Er59b}."
"298","EP-1033","Erdős Problem #1033","not_proved_identified_gap","graph_theory","1988","Tried probabilistic construction and extremal counting inequalities. Hard point: Erdos and Laskar \cite{ErLa85} proved $ 2(\sqrt{3}-1)n \geq h(n) \geq (1+c)n $ for some $c>0$."
"299","EP-1051","Erdős Problem #1051","not_proved_identified_gap","number_theory","1988","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: obtaining enough uniformity/cancellation beyond what current modular or sieve control gives."
"300","EP-251","Erdős Problem #251","not_proved_identified_gap","number_theory","1988","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Erdos \cite{Er58b} proved that $\sum \frac{p_n^k}{n!}$ is irrational for every $k\geq 1$."
"301","EP-869","Erdős Problem #869","not_proved_identified_gap","additive_combinatorics","1988","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: Härtter \cite{Ha56} and Nathanson \cite{Na74} proved that there exist additive bases which do not contain any minimal additive bases."
"302","EP-247","Erdős Problem #247","not_proved_identified_gap","number_theory","1988","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Erdos \cite{Er75c} proved the answer is yes under the stronger condition that $\limsup n_k/k^t=\infty$ for all $t\geq 1$."
"303","EP-334","Erdős Problem #334","not_proved_identified_gap","number_theory","1989","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: This is known, and the best bound is due to Balog \cite{Ba89} who proved that $ f(n) \ll_\epsilon n^{\frac{4}{9\sqrt{e}}+\epsilon} $ for all $\epsilon>0$."
"304","EP-812","Erdős Problem #812","not_proved_identified_gap","general_combinatorics","1989","Tried direct contradiction and structural decomposition of the extremal case. Hard point: Burr, Erdos, Faudree, and Schelp \cite{BEFS89} proved that $ R(n+1)-R(n) \geq 4n-8 $ for all $n\geq 2$."
"305","EP-1030","Erdős Problem #1030","not_proved_identified_gap","graph_theory","1989","Tried probabilistic construction and extremal counting inequalities. Hard point: Burr, Erdos, Faudree, and Schelp \cite{BEFS89} proved $ R(k+1,k)-R(k,k)\geq 2k-5."
"306","EP-956","Erdős Problem #956","not_proved_identified_gap","combinatorial_geometry","1990","Tried extremal-configuration reduction with compactness-style reasoning. Hard point: A problem of Erdos and Pach \cite{ErPa90}, who proved that $h(n) \ll n^{4/3}$."
"307","EP-654","Erdős Problem #654","not_proved_identified_gap","combinatorial_geometry","1990","Tried extremal-configuration reduction with compactness-style reasoning. Hard point: In \cite{Er87b} and \cite{ErPa90} Erdos and Pach ask this under the additional assumption that there are no three points on a line (so that the points are in general position), although they only ask…"
"308","EP-976","Erdős Problem #976","not_proved_identified_gap","number_theory","1990","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Nagell and Ricci \cite{Na22} proved that $ F_f(n) \gg n\log n, $ which Erdos \cite{Er52c} improved to $ F_f(n) \gg n(\log n)^{\log\log\log n}."
"309","EP-601","Erdős Problem #601","not_proved_identified_gap","set_theory","1990","Tried partition-calculus reformulation and transfinite induction scaffolding. Hard point: A problem of Erdos, Hajnal, and Milner \cite{EHM70}, who proved this is true for $\alpha < \omega_1^{\omega+2}$."
"310","EP-14","Erdős Problem #14","not_proved_identified_gap","additive_combinatorics","1991","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: closing the quantitative gap between current density bounds and the conjectured threshold."
"311","EP-302","Erdős Problem #302","not_proved_identified_gap","graph_theory","1991","Tried probabilistic construction and extremal counting inequalities. Hard point: Wouter van Doorn has proved (see this note) that $ f(N) \leq (9/10+o(1))N."
"312","EP-616","Erdős Problem #616","not_proved_identified_gap","graph_theory","1991","Tried probabilistic construction and extremal counting inequalities. Hard point: Erdos, Hajnal, and Tuza \cite{EHT91} proved that this $t$ satisfies $ \frac{3}{16}r+\frac{7}{8}\leq t \leq \frac{1}{5}r."
"313","EP-819","Erdős Problem #819","not_proved_identified_gap","additive_combinatorics","1991","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: Erdos and Freud \cite{ErFr91} proved $ \left(\frac{3}{8}-o(1)\right)N \leq f(N) \leq \left(\frac{1}{2}+o(1)\right)N, $ and note that it is closely connected to the size of the largest quasi-Sidon set…"
"314","EP-1108","Erdős Problem #1108","not_proved_identified_gap","general_combinatorics","1991","Tried direct contradiction and structural decomposition of the extremal case. Hard point: It is open even whether there are infinitely many squares of the form $1+n!$ (see [398])."
"315","EP-119","Erdős Problem #119","not_proved_identified_gap","number_theory","1991","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: The weaker conjecture that $\limsup M_n=\infty$ was proved by Wagner \cite{Wa80}, who show that there is some $c>0$ with $M_n>(\log n)^c$ infinitely often."
"316","EP-436","Erdős Problem #436","not_proved_identified_gap","number_theory","1991","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: A similar argument of Dunton \cite{Du65} proves $\Lambda(3,2)=77$, and Bierstedt and Mills \cite{BiMi63} proved $\Lambda(4,2)=1224$."
"317","EP-463","Erdős Problem #463","not_proved_identified_gap","number_theory","1992","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: obtaining enough uniformity/cancellation beyond what current modular or sieve control gives."
"318","EP-611","Erdős Problem #611","not_proved_identified_gap","graph_theory","1992","Tried probabilistic construction and extremal counting inequalities. Hard point: A problem of Erdos, Gallai, and Tuza \cite{EGT92}, who proved for the latter question that $k_c(n) \geq n^{c'/\log\log n}$ for some $c'>0$, and that if every clique has size least $k$ then $\tau(G) \…"
"319","EP-644","Erdős Problem #644","not_proved_identified_gap","graph_theory","1992","Tried probabilistic construction and extremal counting inequalities. Hard point: A problem of Erdos, Fon-Der-Flaass, Kostochka, and Tuza \cite{EFKT92}, who proved that $f(k,3)=2k$ and $f(k,4)=\lfloor 3k/2\rfloor$ and $f(k,5)=\lfloor 5k/4\rfloor$, and further that $f(k,6)=k$."
"320","EP-151","Erdős Problem #151","not_proved_identified_gap","graph_theory","1992","Tried probabilistic construction and extremal counting inequalities. Hard point: There Erdos remarked that this conjecture is 'perhaps completely wrongheaded'."
"321","EP-708","Erdős Problem #708","not_proved_identified_gap","number_theory","1992","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: A problem of Erdos and Sur\'{a}nyi \cite{ErSu59}, who proved that $g(n) \geq (2-o(1))n$, and that $g(3)=4$."
"322","EP-710","Erdős Problem #710","not_proved_identified_gap","graph_theory","1992","Tried probabilistic construction and extremal counting inequalities. Hard point: A problem of Erdos and Pomerance \cite{ErPo80}, who proved $ (2/\sqrt{e}+o(1))n\left(\frac{\log n}{\log\log n}\right)^{1/2}\leq f(n)\leq (1.7398\cdots+o(1))n(\log n)^{1/2}."
"323","EP-973","Erdős Problem #973","not_proved_identified_gap","general_combinatorics","1992","Tried direct contradiction and structural decomposition of the extremal case. Hard point: Erdos proved (as described on p.35 of \cite{Tu84b}) that such a sequence does exist with $\lvert z_i\rvert\leq 1$."
"324","EP-104","Erdős Problem #104","not_proved_identified_gap","combinatorial_geometry","1992","Tried extremal-configuration reduction with compactness-style reasoning. Hard point: In \cite{Er81d} Erdos proved that $\gg n$ many circles is possible, and that there cannot be more than $O(n^2)$ many circles."
"325","EP-87","Erdős Problem #87","not_proved_identified_gap","graph_theory","1993","Tried probabilistic construction and extremal counting inequalities. Hard point: Erdos originally conjectured that $R(G)\geq R(k)$, which is trivial for $k=3$, but fails already for $k=4$, as Faudree and McKay \cite{FaMc93} showed that $R(W)=17$ for the pentagonal wheel $W$."
"326","EP-98","Erdős Problem #98","not_proved_identified_gap","combinatorial_geometry","1993","Tried extremal-configuration reduction with compactness-style reasoning. Hard point: Erdos, F""{u}redi, and Pach \cite{EFPR93} have improved this to $ h(n) < n\exp(c\sqrt{\log n}) $ for some constant $c>0$."
"327","EP-566","Erdős Problem #566","not_proved_identified_gap","graph_theory","1993","Tried probabilistic construction and extremal counting inequalities. Hard point: Implies [567]."
"328","EP-839","Erdős Problem #839","not_proved_identified_gap","additive_combinatorics","1993","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: closing the quantitative gap between current density bounds and the conjectured threshold."
"329","EP-1035","Erdős Problem #1035","not_proved_identified_gap","graph_theory","1993","Tried probabilistic construction and extremal counting inequalities. Hard point: Erdos \cite{Er93} says 'if the conjecture is false, two related problems could be asked': {UL} {LI}Determine or estimate the smallest $m>2^n$ such that every graph on $m$ vertices with minimum degree…"
"330","EP-1032","Erdős Problem #1032","not_proved_identified_gap","graph_theory","1993","Tried probabilistic construction and extremal counting inequalities. Hard point: This problem is also open for $5$-chromatic critical graphs."
"331","EP-1093","Erdős Problem #1093","not_proved_identified_gap","number_theory","1993","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Barreto in the comments has given a positive answer to the second question, conditional on two (strong) conjectures."
"332","EP-1029","Erdős Problem #1029","not_proved_identified_gap","graph_theory","1993","Tried probabilistic construction and extremal counting inequalities. Hard point: In \cite{Er93} Erdos offers \$100 for a proof of this and \$1000 for a disproof, but says 'this last offer is to some extent phoney: I am sure that [this] is true (but I have been wrong before).' Erd…"
"333","EP-267","Erdős Problem #267","not_proved_identified_gap","analysis_probability","1993","Tried analytic/probabilistic reformulation to isolate a quantitative threshold. Hard point: It may be sufficient to have $n_k/k\to \infty$."
"334","EP-741","Erdős Problem #741","not_proved_identified_gap","additive_combinatorics","1994","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: closing the quantitative gap between current density bounds and the conjectured threshold."
"335","EP-81","Erdős Problem #81","not_proved_identified_gap","graph_theory","1994","Tried probabilistic construction and extremal counting inequalities. Hard point: Asked by Erdos, Ordman, and Zalcstein \cite{EOZ93}, who proved an upper bound of $(1/4-\epsilon)n^2$ many cliques (for some very small $\epsilon>0$)."
"336","EP-1131","Erdős Problem #1131","not_proved_identified_gap","analysis_probability","1994","Tried analytic/probabilistic reformulation to isolate a quantitative threshold. Hard point: Erdos first conjectured this minimum was achieved by taking the $x_i$ to be the roots of the integral of the Legendre polynomial, since Fejer \cite{Fe32} had earlier shown these to be minimisers of $…"
"337","EP-940","Erdős Problem #940","not_proved_identified_gap","number_theory","1994","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Erdos \cite{Er76d} claims that the claim that the set has density $0$ is 'easy' for $r=2$ (a potential 'easy argument' is given in the comments by Tao; this was first proved in the literature by Bake…"
"338","EP-50","Erdős Problem #50","not_proved_identified_gap","additive_combinatorics","1995","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: closing the quantitative gap between current density bounds and the conjectured threshold."
"339","EP-102","Erdős Problem #102","not_proved_identified_gap","combinatorial_geometry","1995","Tried extremal-configuration reduction with compactness-style reasoning. Hard point: It is easy to see that $h_c(n) \ll_c n^{1/2}$, and Erdos at one point \cite{Er95} suggested that perhaps a similar lower bound $h_c(n)\gg_c n^{1/2}$ holds."
"340","EP-680","Erdős Problem #680","not_proved_identified_gap","number_theory","1995","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Erdos observed that Cramer's conjecture $ \limsup_{k\to \infty} \frac{p_{k+1}-p_k}{(\log k)^2}=1 $ implies that for all $\epsilon>0$ and all sufficiently large $n$ there exists some $k$ such that $ p…"
"341","EP-757","Erdős Problem #757","not_proved_identified_gap","additive_combinatorics","1995","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: Erdos and S\'{o}s proved that $c\geq 1/2$."
"342","EP-75","Erdős Problem #75","not_proved_identified_gap","graph_theory","1995","Tried probabilistic construction and extremal counting inequalities. Hard point: Conjectured by Erdos, Hajnal, and Szemer\'{e}di \cite{EHS82}."
"343","EP-740","Erdős Problem #740","not_proved_identified_gap","graph_theory","1995","Tried probabilistic construction and extremal counting inequalities. Hard point: R""{o}dl proved this is true if $\mathfrak{m}=\aleph_0$ and $r=3$ (see [108] for the finitary version)."
"344","EP-773","Erdős Problem #773","not_proved_identified_gap","additive_combinatorics","1995","Tried an additive-energy/density-increment reduction and small-parameter sanity checks. Hard point: A question of Alon and Erdos \cite{AlEr85}, who proved $\lvert A\rvert \geq N^{2/3-o(1)}$ is possible (via a random subset), and observed that $ \lvert A\rvert \ll \frac{N}{(\log N)^{1/4}}, $ since (…"
"345","EP-610","Erdős Problem #610","not_proved_identified_gap","graph_theory","1995","Tried probabilistic construction and extremal counting inequalities. Hard point: A problem of Erdos, Gallai, and Tuza \cite{EGT92}, who proved that $ \tau(G) \leq n-\sqrt{2n}+O(1)."
"346","EP-420","Erdős Problem #420","not_proved_identified_gap","number_theory","1996","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: Erdos, Graham, Ivi\'{c}, and Pomerance \cite{EGIP96} have proved that $ \liminf F(c\log n, n) = 1 $ for any $c>0$, and $ \lim F(n^{4/9},n)=\infty."
"347","EP-691","Erdős Problem #691","not_proved_identified_gap","number_theory","1996","Tried minimal-counterexample plus modular/sieve-style reductions. Hard point: If $A$ is a set of prime numbers (or, more generally, a set of pairwise coprime integers without $1$) then a necessary and sufficient condition is that $\sum_{p\in A}\frac{1}{p}=\infty$."
"348","EP-1096","Erdős Problem #1096","not_proved_identified_gap","general_combinatorics","1996","Tried direct contradiction and structural decomposition of the extremal case. Hard point: Bugeaud \cite{Bu96} proved that $1<q\leq 2$ is a Pisot-Vijayaraghavan number if and only if $ \liminf (x_{k+1}^m-x_k^m)>0 $ for all $m\geq 1$, where $x_k^m$ is the set of those numbers which can be w…"
