"id","problem_number","title","statement","background","status","category_id","difficulty_level_id"
2471,"EP-1073","Erdős Problem #1073","Let $A(x)$ count the number of composite $u<x$ such that $n!+1\equiv 0\pmod{u}$ for some $n$. Is it true that $A(x)\leq x^{o(1)}$?","A question of Erdos raised in discussions with Hardy and Subbarao \cite{HaSu02}. The sequence of such $u$ begins $ 25,121,169,437,\ldots $ and is A256519 in the OEIS. Wilson's theorem states that $u$ is prime if and only if $(u-1)!+1\equiv 0\pmod{u}$. This is mentioned in problem A2 of Guy's collection. References [HaSu02] Hardy, G. E. and Subbarao, M. V., A modified problem of Pillai and some related questions. Amer. Math. Monthly (2002), 554--559.","open",1,1
2472,"EP-1074","Erdős Problem #1074","Let $S$ be the set of all $m\geq 1$ such that there exists a prime $p ot\equiv 1\pmod{m}$ such that $m!+1\equiv 0\pmod{p}$. Does $ \lim \frac{\lvert S\cap [1,x]\rvert}{x} $ exist? What is it? Similarly, if $P$ is the set of all primes $p$ such that there exists an $m$ with $p ot\equiv 1\pmod{m}$ such that $m!+1\equiv 0\pmod{p}$, then does $ \lim \frac{\lvert P\cap [1,x]\rvert}{\pi(x)} $ exist? What is it?","Questions raised by Erdos, Hardy, and Subbarao, who called the set $S$ 'EHS numbers' and the set $P$ 'Pillai primes', and proved that both $S$ and $P$ are infinite. Pillai \cite{Pi30} raised the question of whether there exist any primes in $P$. This was answered by Chowla, who noted that, for example, $ 14!+1\equiv 18!+1\equiv 0\pmod{23}. $ The sequence $S$ begins $ 8,9,13,14,15,16,17,\ldots $ and is A064164 in the OEIS. The sequence $P$ begins $ 23,29,59,61,67,71,\ldots $ and is A063980 in the OEIS. Regarding the first question, Hardy and Subbarao computed all EHS numbers up to $2^{10}$, and write '...if this trend conditions we expect [the limit] to be around $0.5$, if it exists. The frequency with which the EHS numbers occur - most often in long sequences of consecutive integers - makes us believe that their asymptotic density exists and is unity. Erdos, though initially hesitant, later agreed with this view.' Regarding the second question, they write '[from the data] it would appear that if the limit exists, it is perhaps between $0.5$ and $0.6$. But then there seems to be no reason why the ratio should not tend to $1$, even though very slowly and certainly not monotonically.' This is discussed in problem A2 of Guy's collection \cite{Gu04}. References [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437. [Pi30] S. S. Pillai, Question 1490. J. Indian Math. Soc. (1930), 230.","open",1,1
2473,"EP-1075","Erdős Problem #1075","Let $r\geq 3$. There exists $c_r>r^{-r}$ such that, for any $\epsilon>0$, if $n$ is sufficiently large, the following holds. Any $r$-uniform hypergraph on $n$ vertices with at least $(1+\epsilon)(n/r)^r$ many edges contains a subgraph on $m$ vertices with at least $c_rm^r$ edges, where $m=m(n)\to \infty$ as $n\to \infty$.","Erdos \cite{Er64f} proved that this is true with $c_r=r^{-r}$ whenever the graph has at least $\epsilon n^r$ many edges. References [Er64f] Erdos, P., On extremal problems of graphs and generalized graphs. Israel J. Math. (1964), 183--190.","open",3,1
2474,"EP-1083","Erdős Problem #1083","Let $d\geq 3$, and let $f_d(n)$ be the minimal $m$ such that every set of $n$ points in $\mathbb{R}^d$ determines at least $m$ distinct distances. Estimate $f_d(n)$ - in particular, is it true that $ f_d(n)=n^{\frac{2}{d}-o(1)}? $","A generalisation of the distinct distance problem [89] to higher dimensions. Erdos \cite{Er46b} proved $ n^{1/d}\ll_d f_d(n)\ll_d n^{2/d}, $ the upper bound construction being given by a set of lattice points. {UL} {LI} Clarkson, Edelsbrunner, Gubias, Sharir, and Welzl \cite{CEGSW90} proved $f_3(n)\gg n^{1/2}$.{/LI} {LI}Aronov, Pach, Sharir, and Tardos \cite{APST04} proved $f_d(n)\gg n^{\frac{1}{d-90/77}-o(1)}$ for any $d\geq 3$ (for example, $f_3(n)\gg n^{0.546}$).{/LI} {LI}Solymosi and Vu \cite{SoVu08} proved $f_3(n) \gg n^{3/5}$ and $ f_d(n)\gg_d n^{\frac{2}{d}-\frac{c}{d^2}} $ for all $d\geq 4$ for some constant $c>0$. (The result in their paper for $d=3$ is slightly weaker than stated here, but uses as a black box the bound for distinct distances in $2$ dimensions; we have recorded the consequence of combining their method with the work of Guth and Katz on [89].){/LI} {/UL} The function $f_d(n)$ is essentially the inverse of the function $g_d(n)$ considered in [1089] - with our definitions, $g_d(n)>m$ if and only if $f_d(m)<n$. The emphasis in this problem is, however, on the behaviour as $d$ is fixed and $n\to \infty$. References [APST04] Aronov, Boris and Pach, J\'anos and Sharir, Micha and Tardos, G\'abor, Distinct distances in three and higher dimensions. Combin. Probab. Comput. (2004), 283--293. [CEGSW90] Clarkson, Kenneth L. and Edelsbrunner, Herbert and Guibas, Leonidas J. and Sharir, Micha and Welzl, Emo, Combinatorial complexity bounds for arrangements of curves and spheres. Discrete Comput. Geom. (1990), 99--160. [Er46b] Erdos, P., On sets of distances of {$n$} points. Amer. Math. Monthly (1946), 248--250. [SoVu08] Solymosi, J\'ozsef and Vu, Van H., Near optimal bounds for the {E}rd\H{o}s distinct distances problem in high dimensions. Combinatorica (2008), 113--125.","open",2,1
2475,"EP-1084","Erdős Problem #1084","Let $f_d(n)$ be minimal such that in any collection of $n$ points in $\mathbb{R}^d$, all of distance at least $1$ apart, there are at most $f_d(n)$ many pairs of points which are distance $1$ apart. Estimate $f_d(n)$.","This is sometimes known as the contact number problem. It is easy to see that $f_1(n)=n-1$ and $f_2(n)<3n$ (since there can be at most $6$ points of distance $1$ from any point). Erdos \cite{Er46b} showed $ f_2(n)<3n-cn^{1/2} $ for some constant $c>0$, which the triangular lattice shows is the best possible up to the value of $c$. In \cite{Er75f} he speculated that the triangular lattice is exactly the best possible, and in particular $ f_2(3n^2+3n+1)=9n^2+6n. $ Harborth \cite{Ha74b} proved that $ f_2(n)=\lfloor 3n-\sqrt{12n-3}\rfloor $ for all $n\geq 2$. In \cite{Er75f} he claims the existence of $c_1,c_2>0$ such that $ 6n-c_1n^{2/3}< f_3(n) < 6n-c_2n^{2/3}. $ An upper bound of $ f_3(n) < 6n-0.926n^{2/3} $ for all $n\geq 2$ was proved by Bezdek and Reid \cite{BeRe13}. In general, it is known that $ (d-o(1))n \leq f_d(n) \leq 2^{O(d)}n, $ the lower bound coming from points arranged in an integer grid and the upper bound from the fact that $2^{O(d)}$ many non-intersecting congruent balls can touch a fixed ball (the kissing number problem). A recent survey on contact numbers for sphere packings is by Bezdek and Khan \cite{BeKa18}. See [223] for the analogous problem with maximal distance $1$. References [BeKa18] No reference found. [BeRe13] Bezdek, K\'aroly and Reid, Samuel, Contact graphs of unit sphere packings revisited. J. Geom. (2013), 57--83. [Er46b] Erdos, P., On sets of distances of {$n$} points. Amer. Math. Monthly (1946), 248--250. [Er75f] Erdos, Paul, On some problems of elementary and combinatorial geometry. Ann. Mat. Pura Appl. (4) (1975), 99-108. [Ha74b] Harborth, Heiko, L""{o}sung zu Problem 664A. Elem. Math. (1974), 14-15.","open",1,1
2476,"EP-1085","Erdős Problem #1085","Let $f_d(n)$ be minimal such that, in any set of $n$ points in $\mathbb{R}^d$, there exist at most $f_d(n)$ pairs of points which distance $1$ apart. Estimate $f_d(n)$.","The most difficult cases are $d=2$ and $d=3$. When $d=2$ this is the unit distance problem [90], and the best known bounds are $ n^{1+\frac{c}{\log\log n}}< f_2(n) \ll n^{4/3} $ for some constant $c>0$, the lower bound by Erdos \cite{Er46b} and the upper bound by Spencer, Szemer\'{e}di, and Trotter \cite{SST84}. When $d=3$ the best known bounds are $ n^{4/3}\log\log n \ll f_3(n) \ll n^{3/2}\beta(n) $ where $\beta(n)$ is a very slowly growing function, the lower bound by Erdos \cite{Er60b} and the upper bound by Clarkson, Edelsbrunner, Guibas, Sharir, and Welzl \cite{CEGSW90}. A construction of Lenz (taking points on orthogonal circles) shows that, for $d\geq 4$, $ f_d(n)\geq \frac{p-1}{2p}n^2-O(1) $ with $p=\lfloor d/2\rfloor$. Erdos \cite{Er60b} showed that the Erdos-Stone theorem implies $ f_d(n) \leq \left(\frac{p-1}{2p}+o(1)\right)n^2 $ for $d\geq 4$. Erdos \cite{Er67e} determined $f_d(n)$ up to $O(1)$ for all even $d\geq 4$. Brass \cite{Br97} determined $f_4(n)$ exactly. Swanepoel \cite{Sw09} determined $f_d(n)$ exactly for even $d\geq 6$. For odd $d\geq 5$ Erdos and Pach \cite{ErPa90} proved that there exist constants $c_1(d),c_2(d)>0$ such that $ \frac{p-1}{2p}n^2 +c_1n^{4/3}\leq f_d(n) \leq \frac{p-1}{2p}n^2 +c_2n^{4/3}. $ References [Br97] Brass, P., On the maximum number of unit distances among {$n$} points in dimension four. (1997), 277--290. [CEGSW90] Clarkson, Kenneth L. and Edelsbrunner, Herbert and Guibas, Leonidas J. and Sharir, Micha and Welzl, Emo, Combinatorial complexity bounds for arrangements of curves and spheres. Discrete Comput. Geom. (1990), 99--160. [Er46b] Erdos, P., On sets of distances of {$n$} points. Amer. Math. Monthly (1946), 248--250. [Er60b] Erdos, P., On sets of distances of {$n$} points in {E}uclidean space. Magyar Tud. Akad. Mat. Kutat\'o{} Int. K""ozl. (1960), 165--169. [Er67e] Erdos, P., On some applications of graph theory to geometry. Canadian J. Math. (1967), 968--971. [ErPa90] Erdos, P. and Pach, J., Variations on the theme of repeated distances. Combinatorica (1990), 261--269. [SST84] Spencer, J. and Szemer\'{e}di, E. and Trotter, Jr., W., Unit distances in the Euclidean plane. Graph theory and combinatorics (Cambridge, 1983) (1984), 293-303. [Sw09] Swanepoel, Konrad J., Unit distances and diameters in {E}uclidean spaces. Discrete Comput. Geom. (2009), 1--27.","open",3,1
2477,"EP-1086","Erdős Problem #1086","Let $g(n)$ be minimal such that any set of $n$ points in $\mathbb{R}^2$ contains the vertices of at most $g(n)$ many triangles with the same area. Estimate $g(n)$.","Equivalently, how many triangles of area $1$ can a set of $n$ points in $\mathbb{R}^2$ determine? Erdos and Purdy attribute this question to Oppenheim. Erdos and Purdy \cite{ErPu71} proved $ n^2\log\log n \ll g(n) \ll n^{5/2}, $ and believed the lower bound to be closer to the truth. The upper bound has been improved a number of times - by Pach and Sharir \cite{PaSh92}, Dumitrescu, Sharir, and T\'{o}th \cite{DST09}, Apfelbaum and Sharir \cite{ApSh10}, and Apfaulbaum \cite{Ap13}. The best known bound is $ g(n) \ll n^{20/9} $ by Raz and Sharir \cite{RaSh17}. Erdos and Purdy also ask a similar question about the higher-dimensional generalisations - more generally, let $g_d^{r}(n)$ be minimal such that any set of $n$ points in $\mathbb{R}^d$ contains the vertices of at most $g_d^{r}(n)$ many $r$-dimensional simplices with the same volume. Erdos and Purdy \cite{ErPu71} proved $g_3^2(n) \ll n^{8/3}$, and Dumitrescu, Sharir, and T\'{o}th \cite{DST09} improved this to $g_3^2(n) \ll n^{2.4286}$. Erdos and Purdy \cite{ErPu71} proved $g_6^2(n)\gg n^3$. Purdy \cite{Pu74} proved $ g_4^2(n)\leq g^2_5(n) \ll n^{3-c} $ for some constant $c>0$. An observation of Oppenheim (using a construction of Lenz) detailed in \cite{ErPu71} shows that $ g_{2k+2}^k(n)\geq \left(\frac{1}{(k+1)^{k+1}}+o(1)\right)n^{k+1} $ and Erdos and Purdy conjecture this is the best possible. See also [90] and [755]. References [Ap13] R. Apfelbaum, Geometric Incidences and Repeated Configurations. Ph.D. Dissertation, School of Computer Science, Tel Aviv University (2013). [ApSh10] Apfelbaum, Roel and Sharir, Micha, An improved bound on the number of unit area triangles. Discrete Comput. Geom. (2010), 753--761. [DST09] Dumitrescu, Adrian and Sharir, Micha and T\'oth, Csaba D., Extremal problems on triangle areas in two and three dimensions. J. Combin. Theory Ser. A (2009), 1177--1198. [ErPu71] Erdos, Paul and Purdy, George, Some extremal problems in geometry. J. Combinatorial Theory Ser. A (1971), 246--252. [PaSh92] Pach, J\'anos and Sharir, Micha, Repeated angles in the plane and related problems. J. Combin. Theory Ser. A (1992), 12--22. [Pu74] Purdy, George, Some extremal problems in geometry. Discrete Math. (1974), 305--315. [RaSh17] Raz, Orit E. and Sharir, Micha, The number of unit-area triangles in the plane: theme and variation. Combinatorica (2017), 1221--1240.","open",3,1
2478,"EP-1087","Erdős Problem #1087","Let $f(n)$ be minimal such that every set of $n$ points in $\mathbb{R}^2$ contains at most $f(n)$ many sets of four points which are 'degenerate' in the sense that some pair are the same distance apart. Estimate $f(n)$ - in particular, is it true that $f(n)\leq n^{3+o(1)}$?","A question of Erdos and Purdy \cite{ErPu71}, who proved $ n^3\log n \ll f(n) \ll n^{7/2}. $ References [ErPu71] Erdos, Paul and Purdy, George, Some extremal problems in geometry. J. Combinatorial Theory Ser. A (1971), 246--252.","open",2,1
2479,"EP-1088","Erdős Problem #1088","Let $f_d(n)$ be the minimal $m$ such that any set of $m$ points in $\mathbb{R}^d$ contains a set of $n$ points such that any two determined distances are distinct. Estimate $f_d(n)$. In particular, is it true that, for fixed $n\geq 3$, $ f_d(n)=2^{o(d)}? $","It is easy to prove that $f_d(n) \leq n^{O_d(1)}$. Erdos \cite{Er75f} claimed that he and Straus proved $f_d(n)\leq c_n^d$ for some constant $c_n>0$. When $d=1$ this is the subject of [530], and $f_1(n)\asymp n^2$. When $n=3$ this is the subject of [503]. Erdos could prove $f_2(3)=7$ and Croft \cite{Cr62} proved $f_3(3)=9$. The results described at [503] demonstrate that $f_d(3)=d^2/2+O(d)$. References [Cr62] Croft, H. T., $9$-point and $7$-point configurations in $3$-space. Proc. London Math. Soc. (3) (1962), 400-424. [Er75f] Erdos, Paul, On some problems of elementary and combinatorial geometry. Ann. Mat. Pura Appl. (4) (1975), 99-108.","open",2,1
2480,"EP-1089","Erdős Problem #1089","Let $g_d(n)$ be minimal such that every collection of $g_d(n)$ points in $\mathbb{R}^d$ determines at least $n$ many distinct distances. Estimate $g_d(n)$. In particular, does $ \lim_{d\to \infty}\frac{g_d(n)}{d^{n-1}} $ exist?","A question of Kelly. Erdos \cite{Er75f} writes it is 'easy' to see that $g_d(n)\gg d^{n-1}$. Erdos and Straus proved (in unpublished work mentioned in \cite{Er75f}) that $ g_d(n) \leq c^{d^{1-b_n}} $ for some constants $c>0$ and $b_n>0$. It is trivial that $g_1(3)=4$, and easy to see that $g_2(3)=6$. Croft \cite{Cr62} proved $g_3(3)=7$. The vertices of a $d$-dimensional cube demonstrate that $ g_d(d+1)>2^d. $ The function $g_d(n)$ is essentially the inverse of the function $f_d(n)$ considered in [1083] - with our definitions, $g_d(n)>m$ if and only if $f_d(m)<n$. The emphasis in this problem is, however, on the behaviour for fixed $n$ as $d\to\infty$. References [Cr62] Croft, H. T., $9$-point and $7$-point configurations in $3$-space. Proc. London Math. Soc. (3) (1962), 400-424. [Er75f] Erdos, Paul, On some problems of elementary and combinatorial geometry. Ann. Mat. Pura Appl. (4) (1975), 99-108.","open",3,1
2481,"EP-1091","Erdős Problem #1091","Let $G$ be a $K_4$-free graph with chromatic number $4$. Must $G$ contain an odd cycle with at least two diagonals? More generally, is there some $f(r)\to \infty$ such that every graph with chromatic number $4$, in which every subgraph on $\leq r$ vertices has chromatic number $\leq 3$, contains an odd cycle with at least $f(r)$ diagonals?","Erdos originally asked about the existence of just one diagonal, which is true, and was proved by Larson \cite{La79}. In fact Larson proved the following stronger conjecture of Bollob\'{a}s and Erdos: if $G$ is a $K_4$-free graph containing no odd cycle with a diagonal then either $G$ is bipartite, or $G$ contains a cut vertex, or $G$ contains a vertex with degree $\leq 2$. The pentagonal wheel shows that three diagonals are not guaranteed. The first question was solved in the affirmative by Voss \cite{Vo82}. References [La79] Larson, Jean A., Some graphs with chromatic number three. J. Combin. Theory Ser. B (1979), 317--322. [Vo82] Voss, Heinz-J""urgen, Graphs having circuits with at least two chords. J. Combin. Theory Ser. B (1982), 264--285.","open",3,1
2482,"EP-1092","Erdős Problem #1092","Let $f_r(n)$ be maximal such that, if a graph $G$ has the property that every subgraph $H$ on $m$ vertices is the union of a graph with chromatic number $r$ and a graph with $\leq f_r(m)$ edges, then $G$ has chromatic number $\leq r+1$. Is it true that $f_2(n) \gg n$? More generally, is $f_r(n)\gg_r n$?","A conjecture of Erdos, Hajnal, and Szemer\'{e}di. This seems to be closely related to, but distinct from, [744]. Tang notes in the comments that a construction of R""{o}dl \cite{Ro82} disproves the first question, so that $f_2(n) ot\gg n$. References [Ro82] R""{o}dl, Vojt\vEch, Nearly bipartite graphs with large chromatic number. Combinatorica (1982), 377-383.","open",3,1
2483,"EP-1093","Erdős Problem #1093","For $n\geq 2k$ we define the deficiency of $\binom{n}{k}$ as follows. If $\binom{n}{k}$ is divisible by a prime $p\leq k$ then the deficiency is undefined. Otherwise, the deficiency is the number of $0\leq i<k$ such that $n-i$ is $k$-smooth, that is, divisible only by primes $\leq k$. Are there infinitely many binomial coefficients with deficiency $1$? Are there only finitely many with deficiency $>1$?","A problem of Erdos, Lacampagne, and Selfridge \cite{ELS88}, that was also asked in the 1986 problem session of West Coast Number Theory (as reported here). In \cite{ELS93} they prove that if the deficiency exists and is $\geq 1$ then $n\ll 2^k\sqrt{k}$. The following examples are either from \cite{ELS88} or here. The following have deficiency $1$ (there are $58$ examples with $n\leq 10^5$): $ \binom{7}{3},\binom{13}{4},\binom{14}{4},\binom{23}{5},\binom{62}{6},\binom{94}{10},\binom{95}{10}. $ The examples which follow are the only known examples with deficiency $>1$. The following have deficiency $2$: $ \binom{44}{8},\binom{74}{10},\binom{174}{12},\binom{239}{14},\binom{5179}{27},\binom{8413}{28},\binom{8414}{28},\binom{96622}{42}. $ The following have deficiency $3$: $ \binom{46}{10},\binom{47}{10},\binom{241}{16},\binom{2105}{25},\binom{1119}{27},\binom{6459}{33}. $ The following has deficiency $4$: $ \binom{47}{11}. $ The following has deficiency $9$: $ \binom{284}{28}. $ See also [384] and [1094]. Barreto in the comments has given a positive answer to the second question, conditional on two (strong) conjectures. References [ELS88] Erdos, P. and Lacampagne, C. B. and Selfridge, J. L., Prime factors of binomial coefficients and related problems. Acta Arith. (1988), 507--523. [ELS93] Erdos, P. and Lacampagne, C. B. and Selfridge, J. L., Estimates of the least prime factor of a binomial coefficient. Math. Comp. (1993), 215--224.","open",1,1
2484,"EP-1094","Erdős Problem #1094","For all $n\geq 2k$ the least prime factor of $\binom{n}{k}$ is $\leq \max(n/k,k)$, with only finitely many exceptions.","A stronger form of [384] that appears in a paper of Erdos, Lacampagne, and Selfridge \cite{ELS88}. Erdos observed that the least prime factor is always $\leq n/k$ provided $n$ is sufficiently large depending on $k$. Selfridge \cite{Se77} further conjectured that this always happens if $n\geq k^2-1$, except $\binom{62}{6}$. The threshold $g(k)$ below which $\binom{n}{k}$ is guaranteed to be divisible by a prime $\leq k$ is the subject of [1095]. More precisely, in \cite{ELS88} they conjecture that if $n\geq 2k$ then the least prime factor of $\binom{n}{k}$ is $\leq \max(n/k,k)$ with the following $14$ exceptions: $ \binom{7}{3},\binom{13}{4},\binom{23}{5},\binom{14}{4},\binom{44}{8},\binom{46}{10},\binom{47}{10}, $ $ \binom{47}{11},\binom{62}{6},\binom{74}{10},\binom{94}{10},\binom{95}{10},\binom{241}{16},\binom{284}{28}. $ They also suggest the stronger conjecture that, with a finite number of exceptions, the least prime factor is $\leq \max(n/k,\sqrt{k})$, or perhaps even $\leq \max(n/k,O(\log k))$. Indeed, in \cite{ELS93} they provide some further computational evidence, and point out it is consistent with what they know that in fact this holds with $\leq \max(n/k,13)$, with only $12$ exceptions. Discussed in problem B31 and B33 of Guy's collection \cite{Gu04} - there Guy credits Selfridge with the conjecture that if $n> 17.125k$ then $\binom{n}{k}$ has a prime factor $p\leq n/k$. This is related to [1093], in that the only counterexamples to this conjecture can occur from $\binom{n}{k}$ with deficiency $\geq 1$. There is an interesting discussion about this problem on MathOverflow. References [ELS88] Erdos, P. and Lacampagne, C. B. and Selfridge, J. L., Prime factors of binomial coefficients and related problems. Acta Arith. (1988), 507--523. [ELS93] Erdos, P. and Lacampagne, C. B. and Selfridge, J. L., Estimates of the least prime factor of a binomial coefficient. Math. Comp. (1993), 215--224. [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437. [Se77] J. L. Selfridge, Some problems on the prime factors of consecutive integers. Notices Amer. Math. Soc. (1977), A456-457.","open",1,1
2485,"EP-1095","Erdős Problem #1095","Let $g(k)>k+1$ be the smallest $n$ such that all prime factors of $\binom{n}{k}$ are $>k$. Estimate $g(k)$.","A question of Ecklund, Erdos, and Selfridge \cite{EES74}, who proved $ k^{1+c}<g(k)\leq \exp((1+o(1))k) $ for some constant $c>0$, and conjectured $g(k)<L_k=[1,\ldots,k]$, the least common multiple of all integers $\leq k$, for all large $k$. In \cite{EES74} they further conjecture that $ \limsup \frac{g(k+1)}{g(k)}=\infty $ and $ \liminf \frac{g(k+1)}{g(k)}=0. $ The lower bound was improved by Erdos, Lacampagne, and Selfridge \cite{ELS93} and Granville and Ramar\'{e} \cite{GrRa96}. The current record is $ g(k) \gg \exp(c(\log k)^2) $ for some $c>0$, due to Konyagin \cite{Ko99b}. Erdos, Lacampagne, and Selfridge \cite{ELS93} write 'it is clear to every right-thinking person' that $g(k)\geq\exp(c\frac{k}{\log k})$ for some constant $c>0$. Sorenson, Sorenson, and Webster \cite{SSW20} give heuristic evidence that $ \log g(k) \asymp \frac{k}{\log k}. $ See also [1094]. References [EES74] Ecklund, Jr., E. F. and Erdos, P. and Selfridge, J. L., A new function associated with the prime factors of {$(\sp{n}\sb{k})$}. Math. Comp. (1974), 647--649. [ELS93] Erdos, P. and Lacampagne, C. B. and Selfridge, J. L., Estimates of the least prime factor of a binomial coefficient. Math. Comp. (1993), 215--224. [GrRa96] Granville, Andrew and Ramar\'{e}, Olivier, Explicit bounds on exponential sums and the scarcity of squarefree binomial coefficients. Mathematika (1996), 73--107. [Ko99b] Konyagin, S. V., Estimates of the least prime factor of a binomial coefficient. Mathematika (1999), 41--55. [SSW20] Sorenson, Brianna and Sorenson, Jonathan and Webster, Jonathan, An algorithm and estimates for the {E}rd\H{o}s-{S}elfridge function. (2020), 371--385.","open",1,1
2486,"EP-1096","Erdős Problem #1096","Let $1<q<1+\epsilon$ and consider the set of numbers of the shape $\sum_{i\in S}q^i$ (for all finite $S$), ordered by size as $0=x_1<x_2<\cdots$. Is it true that, provided $\epsilon>0$ is sufficiently small, $x_{k+1}-x_k \to 0$?","A problem of Erdos and Jo\'{o} posed in the 1991 problem session of Great Western Number Theory. They speculate that the threshold may be $q_0$, where $q_0\approx 1.3247$ is the real root of $x^3=x+1$, and is the smallest Pisot-Vijayaraghavan number. In \cite{EJK90} Erd\H{o}, Jo\'{o}, and Komornik prove that any Pisot-Vijayaraghavan number cannot have this property, and also prove that, for any $1<q\leq 2$, $x_{k+1}-x_k\leq 1$ for all $k$. The sequence always begins $0,1,q$. Bugeaud \cite{Bu96} proved that $1<q\leq 2$ is a Pisot-Vijayaraghavan number if and only if $ \liminf (x_{k+1}^m-x_k^m)>0 $ for all $m\geq 1$, where $x_k^m$ is the set of those numbers which can be written as a finite sum $\sum_{n\geq 0}c_nq^n$ for some $c_n\in \{0,\ldots,m\}$ (so that the sequence in the question is $x_k^1$). Erdos, Jo\'{o}, and Schnitzer \cite{EJS96} improved this to show that, if $1<q<(1+\sqrt{5})/2$, then $q$ is a Pisot-Vijayaraghavan number if and only if $ \liminf (x_{k+1}^2-x_k^2)>0. $ References [Bu96] Bugeaud, Y., On a property of {P}isot numbers and related questions. Acta Math. Hungar. (1996), 33--39. [EJK90] Erdos, P\'al and Jo\'o, Istv\'an and Komornik, Vilmos, Characterization of the unique expansions {$1=\sum^\infty_{i=1}q^{-n_i}$} and related problems. Bull. Soc. Math. France (1990), 377--390. [EJS96] Erdos, P. and Jo\'o, I. and Schnitzer, F. J., On {P}isot numbers. Ann. Univ. Sci. Budapest. E""otv""os Sect. Math. (1996), 95--99.","open",2,1
2487,"EP-1097","Erdős Problem #1097","Let $A$ be a set of $n$ integers. How many distinct $d$ can occur as the common difference of a three-term arithmetic progression in $A$? Are there always $O(n^{3/2})$ many such $d$?","A problem Erdos posed in the 1989 problem session of Great Western Number Theory. He states that Erdos and Ruzsa gave an explicit construction which achieved $n^{1+c}$ for some $c>0$, and Erdos and Spencer gave a probabilistic proof which achieved $n^{3/2}$, and speculated this may be the best possible. In the comment section, Chan has noticed that this problem is exactly equivalent to a sums-differences question of Bourgain \cite{Bo99}, introduced as an arithmetic path towards the Kakeya conjecture: find the smallest $c\in [1,2]$ such that, for any finite sets of integers $A$ and $B$ and $G\subseteq A\times B$ we have $ \lvert A\overset{G}{-}B\rvert \ll \max(\lvert A\rvert,\lvert B\rvert, \lvert A\overset{G}{+}B\rvert)^c $ (where, for example, $A\overset{G}{+}B$ denotes the set of $a+b$ with $(a,b)\in G$). This is equivalent in the sense that the greatest exponent $c$ achievable for the main problem here is equal to the smallest constant achievable for the sums-differences question. The current best bounds known are thus $ 1.77898\cdots \leq c \leq 11/6 \approx 1.833. $ The upper bound is due to Katz and Tao \cite{KaTa99}. The lower bound is due to Lemm \cite{Le15} (with a very small improvement found by AlphaEvolve \cite{GGTW25}). References [Bo99] Bourgain, J., On the dimension of {K}akeya sets and related maximal inequalities. Geom. Funct. Anal. (1999), 256--282. [GGTW25] B. Georgiev, J. G\'{o}mez-Serrano, T. Tao, and A. Wagner, Mathematical exploration and discovery at scale. arXiv:2511.02864 (2025). [KaTa99] Katz, Nets Hawk and Tao, Terence, Bounds on arithmetic projections, and applications to the {K}akeya conjecture. Math. Res. Lett. (1999), 625--630. [Le15] Lemm, Marius, New counterexamples for sums-differences. Proc. Amer. Math. Soc. (2015), 3863--3868.","open",1,1
2488,"EP-1100","Erdős Problem #1100","If $1=d_1<\cdots<d_{\tau(n)}=n$ are the divisors of $n$, then let $\tau_\perp(n)$ count the number of $i$ for which $(d_i,d_{i+1})=1$. Is it true that $\tau_\perp(n)/\omega(n)\to \infty$ for almost all $n$? Is it true that $ \tau_\perp(n)< \exp((\log n)^{o(1)}) $ for all $n$? Let $ g(k) = \max_{\omega(n)=k}\tau_\perp(n), $ where $\omega(n)$ counts the number of distinct prime divisors of $n$, and $n$ is restricted to squarefree integers. Determine the growth of $g(k)$.","The function $\tau_\perp(n)$ was considered by Erdos and Hall \cite{ErHa78}. It is trivial that $\tau_\perp(n)\geq \omega(n)$ (with equality for infinitely many $n$). Erdos and Hall prove, for all $\epsilon>0$ and sufficiently large $x$, $ \max_{n<x} \tau_\perp(n) > \exp((\log\log x)^{2-\epsilon}). $ Erdos and Simonovits (see \cite{Er81h}) proved $ (2^{1/2}+o(1))^k < g(k) < (2-c)^k $ for some constant $c>0$. References [Er81h] Erdos, P., Some problems and results on additive and multiplicative number theory. Analytic number theory (Philadelphia, Pa., 1980) (1981), 171-182. [ErHa78] Erdos, P. and Hall, R. R., On some unconventional problems on the divisors of integers. J. Austral. Math. Soc. Ser. A (1978), 479--485.","open",1,1
